Playbook Name,Play Name,Task Name,LOC_playbook,num_plays,num_tasks_playbook,avg_task_playbook,Num_Imports,Num_Roles,similarity,LOC_play,num_tasks_play,avg_task_play,special_chars_play,LOC_task,task_name_len,special_chars_task
C:\Users\PC\Desktop\mitacs\Projet\ansible\playbooks\projects\dimagi\commcare-cloud\src\commcare_cloud\ansible\roles\cloudwatch_logs\tasks\main.yml,,,26,0,1,26,0,0,1,,,,,,,
,,Configure and start cloudwatch agent,,,,,,,,,,,,26,36,0
,,Check if cloudwatch-agent-ctl exists,,,,,,,,,,,,6,36,2
,,install cwa if check command fails,,,,,,,,,,,,3,34,0
,,Create cloudwatch logs config,,,,,,,,,,,,9,29,0
,,Ensure cloudwatch agent enabled,,,,,,,,,,,,4,31,0
C:\Users\PC\Desktop\mitacs\Projet\ansible\playbooks\projects\ConnectBox\connectbox-pi\ansible\roles\ansible-postgresql\tasks\main.yml,,,98,0,18,5,4,0,0.5007240803281647,,,,,,,
,,Unknown,,,,,,,,,,,,2,0,0
,,Set version fact,,,,,,,,,,,,4,16,0
,,Set OS-specific variables,,,,,,,,,,,,2,25,1
,,Set pgdata fact,,,,,,,,,,,,4,15,0
,,Set conf dir fact,,,,,,,,,,,,4,17,0
,,Unknown,,,,,,,,,,,,2,0,0
,,Create conf.d,,,,,,,,,,,,6,13,1
,,Check for conf.d include in postgresql.conf,,,,,,,,,,,,10,43,2
,,Set conf.d include in postgresql.conf,,,,,,,,,,,,8,37,2
,,Include 25ansible_postgresql.conf in postgresql.conf,,,,,,,,,,,,7,52,3
,,Set config options,,,,,,,,,,,,8,18,0
,,Install pg_hba.conf,,,,,,,,,,,,9,19,2
,,Unknown,,,,,,,,,,,,2,0,0
,,Check For Existing,,,,,,,,,,,,6,18,0
,,Unknown,,,,,,,,,,,,1,0,0
,,Unknown,,,,,,,,,,,,1,0,0
,,Unknown,,,,,,,,,,,,2,0,0
,,Ensure PostgreSQL is running,,,,,,,,,,,,5,28,0
C:\Users\PC\Desktop\mitacs\Projet\ansible\playbooks\projects\AtlasOfLivingAustralia\ala-install\ansible\roles\layer-ingestion\tasks\main.yml,,,36,0,8,5,0,0,0.523088245530123,,,,,,,
,,Unknown,,,,,,,,,,,,3,0,0
,,install Postgis and GDAL Execs,,,,,,,,,,,,7,30,0
,,ensure layer-ingestion directory exists,,,,,,,,,,,,4,39,1
,,clean layer-ingestion existing extract,,,,,,,,,,,,5,38,1
,,copy ingestion zip,,,,,,,,,,,,5,18,0
,,install unzip (Debian only),,,,,,,,,,,,5,27,2
,,unzip layer-ingestion,,,,,,,,,,,,4,21,1
,,unzip layer-ingestion,,,,,,,,,,,,4,21,1
C:\Users\PC\Desktop\mitacs\Projet\ansible\playbooks\projects\Azure\azure_preview_modules\tests\integration\targets\azure_rm_appserviceplan\tasks\main.yml,,,72,0,13,6,0,0,0.6188971044772638,,,,,,,
,,Prepare facts,,,,,,,,,,,,5,13,0
,,create a windows plan,,,,,,,,,,,,6,21,0
,,assert app service was created,,,,,,,,,,,,5,30,0
,,create a linux plan,,,,,,,,,,,,8,19,0
,,assert app service was created,,,,,,,,,,,,5,30,0
,,get app service plan by name,,,,,,,,,,,,5,28,0
,,assert is_linux is True,,,,,,,,,,,,5,23,1
,,create linux app service plan idempotent,,,,,,,,,,,,8,40,0
,,assert app service was created,,,,,,,,,,,,3,30,0
,,update a windows plan sku,,,,,,,,,,,,6,25,0
,,assert app service was updated,,,,,,,,,,,,4,30,0
,,update a linux plan number of workers,,,,,,,,,,,,8,37,0
,,assert app service was updated,,,,,,,,,,,,4,30,0
C:\Users\PC\Desktop\mitacs\Projet\ansible\playbooks\projects\henrysher\fedora-infra-ansible\roles\collectd\rabbitmq\tasks\main.yml,,,22,0,3,7,0,0,0.4103414027313949,,,,,,,
,,install collectd-rabbitmq,,,,,,,,,,,,7,25,1
,,install collectd rabbitmq config,,,,,,,,,,,,11,32,0
,,Let collectd talk to the RabbitMQ management interface,,,,,,,,,,,,4,54,0
C:\Users\PC\Desktop\mitacs\Projet\ansible\playbooks\projects\oravirt\ansible-oracle\roles\oradb_rman\tasks\main.yml,,,355,0,24,15,0,0,0.5005566336041627,,,,,,,
,,Default Destinations for RMAN,,,,,,,,,,,,8,29,0
,,Warn if old style password variable is used,,,,,,,,,,,,11,43,0
,,configure autofs for RMAN,,,,,,,,,,,,7,25,0
,,Create Mountpoint,,,,,,,,,,,,7,17,0
,,Restart autofs,,,,,,,,,,,,7,14,0
,,Create bin-Directory for rman_backup,,,,,,,,,,,,7,36,2
,,Create log-Directory for cron output,,,,,,,,,,,,9,36,1
,,Create Directory for rman-scripts,,,,,,,,,,,,13,33,1
,,Create Directory for rman-logfiles,,,,,,,,,,,,13,34,1
,,copy rman_backup.sh,,,,,,,,,,,,8,19,2
,,copy RMAN scipts,,,,,,,,,,,,16,16,0
,,Create directory for TNS_ADMIN,,,,,,,,,,,,11,30,1
,,Template sqlnet.ora for rman catalog wallet,,,,,,,,,,,,14,43,1
,,Template tnsnames.ora for rman catalog,,,,,,,,,,,,29,38,1
,,Wallet create,,,,,,,,,,,,26,13,0
,,List wallet contents,,,,,,,,,,,,26,20,0
,,Wallet createCredential,,,,,,,,,,,,31,23,0
,,Wallet modifyCredential to ensure password is up to date,,,,,,,,,,,,30,56,0
,,Register Database in RMAN Catalog,,,,,,,,,,,,21,33,0
,,Execute RMAN-Script at playbook,,,,,,,,,,,,24,31,1
,,RMAN-Script at playbook output,,,,,,,,,,,,11,30,1
,,Add Environment variables to /etc/cron.d,,,,,,,,,,,,16,40,3
,,Create crontab entries for RMAN Backup,,,,,,,,,,,,32,38,0
,,Create directory for mk-job,,,,,,,,,,,,8,27,1
C:\Users\PC\Desktop\mitacs\Projet\ansible\playbooks\projects\redhat-openstack\ansible-nfv\roles\post_install\overcloud_nodes_tasks\tasks\main.yml,,,6,0,2,4,2,0,0.9549161498307847,,,,,,,
,,Include Controller tasks,,,,,,,,,,,,3,24,0
,,Include Compute tasks,,,,,,,,,,,,4,21,0
C:\Users\PC\Desktop\mitacs\Projet\ansible\playbooks\projects\NationalGenomicsInfrastructure\irma-provision\roles\taca\tasks\main.yml,,,74,0,19,5,0,0,0.6676533607345501,,,,,,,
,,Unknown,,,,,,,,,,,,1,0,0
,,Fetch TACA-ngi-pipeline from GitHub,,,,,,,,,,,,3,35,2
,,Install TACA-ngi-pipeline requirements,,,,,,,,,,,,4,38,2
,,Install TACA-ngi-pipeline,,,,,,,,,,,,4,25,2
,,Create TACA delivery configs directory,,,,,,,,,,,,2,38,0
,,Create TACA resources folders for each site,,,,,,,,,,,,8,43,0
,,Unknown,,,,,,,,,,,,7,0,0
,,Deploy uppsala piper config,,,,,,,,,,,,8,27,0
,,Deploy uppsala sarek config,,,,,,,,,,,,3,27,0
,,Deploy uppsala sarek WES config,,,,,,,,,,,,3,31,0
,,Unknown,,,,,,,,,,,,7,0,0
,,Deploy sthlm_taca_cleanup.yml config,,,,,,,,,,,,3,36,3
,,Deploy sthlm_fastq_taca_delivery.yml config,,,,,,,,,,,,6,43,4
,,Deploy WGS standard stockholm configs,,,,,,,,,,,,6,37,0
,,Deploy sthlm sarek config,,,,,,,,,,,,3,25,0
,,Deploy application specific stockholm configs,,,,,,,,,,,,6,45,0
,,Deploy runfolder delivery stockholm config,,,,,,,,,,,,3,42,0
,,Deploy script for softlinking sthlm delivery Readmes,,,,,,,,,,,,2,52,0
,,Store taca tools version on deployment,,,,,,,,,,,,11,38,0
C:\Users\PC\Desktop\mitacs\Projet\ansible\playbooks\projects\Azure\azure_preview_modules\tests\integration\targets\azure_rm_publicipaddress\tasks\main.yml,,,95,0,19,5,0,0,0.5172086610445791,,,,,,,
,,Create domain name,,,,,,,,,,,,6,18,0
,,Remove public ip,,,,,,,,,,,,5,16,0
,,Create public ip,,,,,,,,,,,,10,16,0
,,Unknown,,,,,,,,,,,,6,0,0
,,Should be idempotent,,,,,,,,,,,,7,20,0
,,Unknown,,,,,,,,,,,,2,0,0
,,Update tags,,,,,,,,,,,,11,11,0
,,Unknown,,,,,,,,,,,,4,0,0
,,"Gather facts, filtering by tag",,,,,,,,,,,,6,30,1
,,Unknown,,,,,,,,,,,,2,0,0
,,Purge all tags,,,,,,,,,,,,8,14,0
,,Unknown,,,,,,,,,,,,3,0,0
,,Gather facts for a public ip,,,,,,,,,,,,5,28,0
,,Unknown,,,,,,,,,,,,6,0,0
,,Gather facts for all public ips,,,,,,,,,,,,3,31,0
,,Unknown,,,,,,,,,,,,2,0,0
,,Remove public ip,,,,,,,,,,,,5,16,0
,,Gather facts for a public ip,,,,,,,,,,,,4,28,0
,,Unknown,,,,,,,,,,,,2,0,0
C:\Users\PC\Desktop\mitacs\Projet\ansible\playbooks\projects\Azure\azure_modules\tests\integration\targets\azure_rm_mysqlserver\tasks\main.yml,,,585,0,85,7,0,0,0.6708204538128276,,,,,,,
,,Prepare random number,,,,,,,,,,,,5,21,0
,,Create instance of MySQL Server -- check mode,,,,,,,,,,,,15,45,2
,,Assert the resource instance is well created,,,,,,,,,,,,4,44,0
,,Create instance of MySQL Server,,,,,,,,,,,,14,31,0
,,Assert the resource instance is well created,,,,,,,,,,,,5,44,0
,,Create again instance of MySQL Server,,,,,,,,,,,,14,37,0
,,Assert the state has not changed,,,,,,,,,,,,5,32,0
,,"Update instance of MySQL Server, change storage size",,,,,,,,,,,,14,52,1
,,Assert the state has not changed,,,,,,,,,,,,5,32,0
,,Unknown,,,,,,,,,,,,2,0,0
,,Gather facts MySQL Server,,,,,,,,,,,,5,25,0
,,Assert that storage size is correct,,,,,,,,,,,,4,35,0
,,Create second instance of MySQL Server,,,,,,,,,,,,15,38,0
,,Create second instance of MySQL Server,,,,,,,,,,,,15,38,0
,,Gather facts MySQL Server,,,,,,,,,,,,5,25,0
,,Assert that facts are returned,,,,,,,,,,,,15,30,0
,,Gather facts MySQL Server,,,,,,,,,,,,4,25,0
,,Assert that facts are returned,,,,,,,,,,,,22,30,0
,,Create instance of MySQL Database -- check mode,,,,,,,,,,,,7,47,2
,,Assert the resource instance is well created,,,,,,,,,,,,4,44,0
,,Create instance of MySQL Database,,,,,,,,,,,,8,33,0
,,Assert the resource instance is well created,,,,,,,,,,,,5,44,0
,,Create again instance of MySQL Database,,,,,,,,,,,,8,39,0
,,Assert the state has not changed,,,,,,,,,,,,5,32,0
,,Try to update database without force_update,,,,,,,,,,,,9,43,1
,,Assert that nothing has changed,,,,,,,,,,,,4,31,0
,,Update instance of database using force_update,,,,,,,,,,,,9,46,1
,,Assert the state has changed,,,,,,,,,,,,5,28,0
,,Create second instance of MySQL Database,,,,,,,,,,,,5,40,0
,,Gather facts MySQL Database,,,,,,,,,,,,6,27,0
,,Assert that facts are returned,,,,,,,,,,,,8,30,0
,,Gather facts MySQL Database,,,,,,,,,,,,5,27,0
,,Assert that facts are returned,,,,,,,,,,,,12,30,0
,,Delete instance of MySQL Database -- check mode,,,,,,,,,,,,8,47,2
,,Assert the state has changed,,,,,,,,,,,,4,28,0
,,Delete instance of MySQL Database,,,,,,,,,,,,7,33,0
,,Assert the state has changed,,,,,,,,,,,,4,28,0
,,Delete unexisting instance of MySQL Database,,,,,,,,,,,,7,44,0
,,Assert the state has changed,,,,,,,,,,,,4,28,0
,,Create instance of Firewall Rule -- check mode,,,,,,,,,,,,9,46,2
,,Assert the resource instance is well created,,,,,,,,,,,,4,44,0
,,Create instance of Firewall Rule,,,,,,,,,,,,8,32,0
,,Assert the resource instance is well created,,,,,,,,,,,,4,44,0
,,Create again instance of Firewall Rule,,,,,,,,,,,,8,38,0
,,Assert the state has not changed,,,,,,,,,,,,4,32,0
,,Delete instance of Firewall Rule -- check mode,,,,,,,,,,,,8,46,2
,,Assert the state has changed,,,,,,,,,,,,4,28,0
,,Create instance of Firewall Rule -- second,,,,,,,,,,,,8,42,2
,,Assert the state has changed,,,,,,,,,,,,4,28,0
,,Gather facts MySQL Firewall Rule,,,,,,,,,,,,6,32,0
,,Assert that facts are returned,,,,,,,,,,,,10,30,0
,,Gather facts MySQL Firewall Rule,,,,,,,,,,,,5,32,0
,,Assert that facts are returned,,,,,,,,,,,,14,30,0
,,Delete instance of Firewall Rule,,,,,,,,,,,,7,32,0
,,Assert the state has changed,,,,,,,,,,,,4,28,0
,,Delete unexisting instance of Firewall Rule,,,,,,,,,,,,7,43,0
,,Assert the state has changed,,,,,,,,,,,,4,28,0
,,Delete instance of Firewall Rule - second,,,,,,,,,,,,6,41,1
,,Gather facts MySQL Firewall Rule,,,,,,,,,,,,6,32,0
,,Assert that empty list was returned,,,,,,,,,,,,5,35,0
,,Create instance of Configuration -- check mode,,,,,,,,,,,,8,46,2
,,Assert that change was registered,,,,,,,,,,,,4,33,0
,,Try to delete default configuraion,,,,,,,,,,,,6,34,0
,,Get facts of event_scheduler,,,,,,,,,,,,3,28,1
,,Try to delete default configuraion,,,,,,,,,,,,7,34,0
,,Assert that change was registered,,,,,,,,,,,,4,33,0
,,Try to change default configuraion,,,,,,,,,,,,7,34,0
,,Assert that change was registered,,,,,,,,,,,,4,33,0
,,Try to change default configuration -- idempotent,,,,,,,,,,,,7,49,2
,,Assert that change was registered,,,,,,,,,,,,4,33,0
,,Try to reset configuration,,,,,,,,,,,,7,26,0
,,Assert that change was registered,,,,,,,,,,,,4,33,0
,,Try to reset configuration -- idempotent,,,,,,,,,,,,7,40,2
,,Assert that change was registered,,,,,,,,,,,,4,33,0
,,Gather facts MySQL Configuration,,,,,,,,,,,,6,32,0
,,Assert that facts are returned,,,,,,,,,,,,10,30,0
,,Gather facts MySQL Configuration,,,,,,,,,,,,5,32,0
,,Assert that facts are returned,,,,,,,,,,,,10,30,0
,,Delete instance of MySQL Server -- check mode,,,,,,,,,,,,7,45,2
,,Assert the state has changed,,,,,,,,,,,,4,28,0
,,Delete instance of MySQL Server,,,,,,,,,,,,6,31,0
,,Assert the state has changed,,,,,,,,,,,,4,28,0
,,Delete unexisting instance of MySQL Server,,,,,,,,,,,,6,42,0
,,Assert the state has changed,,,,,,,,,,,,4,28,0
,,Delete second instance of MySQL Server,,,,,,,,,,,,7,38,0
C:\Users\PC\Desktop\mitacs\Projet\ansible\playbooks\projects\plone\ansible-playbook\roles\fail2ban\tasks\main.yml,,,16,0,4,3,0,0,0.2505758710950252,,,,,,,
,,Unknown,,,,,,,,,,,,1,0,0
,,Check fail2ban jail for [sshd],,,,,,,,,,,,4,30,2
,,Ensure jail.d directory,,,,,,,,,,,,2,23,1
,,Local config in jail.d/customization.local,,,,,,,,,,,,6,42,3
C:\Users\PC\Desktop\mitacs\Projet\ansible\playbooks\projects\openedx\configuration\playbooks\roles\ad_hoc_reporting\tasks\main.yml,,,169,0,13,12,0,0,0.6202102194183491,,,,,,,
,,install system packages,,,,,,,,,,,,6,23,0
,,add the mongodb signing key,,,,,,,,,,,,7,27,0
,,add the mongodb repo to the sources list,,,,,,,,,,,,6,40,0
,,install mongo shell,,,,,,,,,,,,9,19,0
,,install mongo shell,,,,,,,,,,,,9,19,0
,,install python packages,,,,,,,,,,,,7,23,0
,,create directories,,,,,,,,,,,,12,18,0
,,Get the AWS rds ca certificate to connect db using SSL,,,,,,,,,,,,8,54,0
,,install common mysql replica scripts,,,,,,,,,,,,14,36,0
,,install common rds iam replica scripts,,,,,,,,,,,,14,38,0
,,install read_only user mongodb replica scripts,,,,,,,,,,,,24,46,1
,,install single user access mongodb replica scripts,,,,,,,,,,,,24,50,0
,,install a global mongorc.js,,,,,,,,,,,,11,27,1
C:\Users\PC\Desktop\mitacs\Projet\ansible\playbooks\projects\trailofbits\algo\roles\cloud-vultr\tasks\main.yml,,,49,0,2,36,1,0,1,,,,,,,
,,Include prompts,,,,,,,,,,,,2,15,0
,,Unknown,,,,,,,,,,,,72,0,0
,,Creating a firewall group,,,,,,,,,,,,3,25,0
,,Creating firewall rules,,,,,,,,,,,,40,23,0
,,Upload the startup script,,,,,,,,,,,,6,25,0
,,Creating a server,,,,,,,,,,,,15,17,0
,,Unknown,,,,,,,,,,,,5,0,0
C:\Users\PC\Desktop\mitacs\Projet\ansible\playbooks\projects\Duffney\becomeansible\chapter-08\nonGalaxy\chocolateyBusiness\tasks\main.yml,,,46,0,10,4,0,0,0.5083880742790388,,,,,,,
,,register windows temp env var,,,,,,,,,,,,4,29,0
,,register windows programdata env var,,,,,,,,,,,,4,36,0
,,Unknown,,,,,,,,,,,,2,0,0
,,Unknown,,,,,,,,,,,,2,0,0
,,copy ChocolateyInstall.ps1,,,,,,,,,,,,4,26,1
,,install chocolatey,,,,,,,,,,,,5,18,0
,,create license directory,,,,,,,,,,,,5,24,0
,,copy chocolatey business license,,,,,,,,,,,,5,32,0
,,copy licensed extension,,,,,,,,,,,,5,23,0
,,upgrade chocolatey to business,,,,,,,,,,,,6,30,0
C:\Users\PC\Desktop\mitacs\Projet\ansible\playbooks\projects\IBM-Security\isam-ansible-roles\set_network_ipv4_dhcp\tasks\main.yml,,,30,0,2,15,0,0,0.14360129364373578,,,,,,,
,,Snapshot Appliance as Backup,,,,,,,,,,,,12,28,0
,,Update DHCP for Interface {{ set_network_ipv4_dhcp_label }},,,,,,,,,,,,18,59,8
C:\Users\PC\Desktop\mitacs\Projet\ansible\playbooks\projects\tenhishadow\pve_on_debian\tasks\main.yml,,,92,0,13,7,1,0,0.47536501743844883,,,,,,,
,,do init checks,,,,,,,,,,,,2,14,0
,,set hostname for the system,,,,,,,,,,,,3,27,0
,,refresh facts because hostname has been changed,,,,,,,,,,,,2,47,0
,,modify /etc/hosts,,,,,,,,,,,,6,17,2
,,add pve repository key,,,,,,,,,,,,5,22,0
,,add pve-no-subscription repo,,,,,,,,,,,,6,28,2
,,update system,,,,,,,,,,,,6,13,0
,,install proxmox packages,,,,,,,,,,,,9,24,0
,,remove excess packages,,,,,,,,,,,,7,22,0
,,search for standard kernels,,,,,,,,,,,,11,27,0
,,remove standard kernels if presented,,,,,,,,,,,,12,36,0
,,configure network from template,,,,,,,,,,,,12,31,0
,,remove enterprise repo,,,,,,,,,,,,8,22,0
C:\Users\PC\Desktop\mitacs\Projet\ansible\playbooks\projects\manala\ansible-roles\roles\glusterfs\tasks\main.yml,,,15,0,3,5,0,0,0.2691612921402312,,,,,,,
,,Install,,,,,,,,,,,,5,7,0
,,Services,,,,,,,,,,,,5,8,0
,,Volumes,,,,,,,,,,,,5,7,0
C:\Users\PC\Desktop\mitacs\Projet\ansible\playbooks\projects\openstack\openstack-ansible-ops\elk_metrics_7x\roles\elastic_repositories\tasks\main.yml,,,33,0,3,8,1,0,0.5683769266238936,,,,,,,
,,Gather variables for each operating system,,,,,,,,,,,,14,42,0
,,Install repo disto packages,,,,,,,,,,,,11,27,0
,,Unknown,,,,,,,,,,,,1,0,0
C:\Users\PC\Desktop\mitacs\Projet\ansible\playbooks\projects\folio-org\folio-ansible\roles\ebsco-rmapi-config\tasks\main.yml,,,38,0,2,16,0,0,0.3296970132999107,,,,,,,
,,Login as {{ admin_user.username }},,,,,,,,,,,,13,34,6
,,Configure RM API credentials,,,,,,,,,,,,18,28,0
C:\Users\PC\Desktop\mitacs\Projet\ansible\playbooks\projects\henrysher\fedora-infra-ansible\roles\pagure\frontend\tasks\main.yml,,,423,0,48,8,0,0,0.5296716903230164,,,,,,,
,,install needed packages,,,,,,,,,,,,21,23,0
,,install needed packages,,,,,,,,,,,,8,23,0
,,Initialize postgres if necessary,,,,,,,,,,,,6,32,0
,,Put in robots.txt,,,,,,,,,,,,4,17,1
,,"Create the ""git"" user",,,,,,,,,,,,4,21,2
,,create the /attachments folder,,,,,,,,,,,,4,30,1
,,create all the directories where we store the git repos,,,,,,,,,,,,11,55,0
,,create the /srv/tmp folder where to clone repos,,,,,,,,,,,,4,47,2
,,create the `paguremirroring` group,,,,,,,,,,,,7,34,2
,,create the `paguremirroring` user,,,,,,,,,,,,10,33,2
,,Add the /etc/aliases file,,,,,,,,,,,,9,25,2
,,install pagure_ev service definition,,,,,,,,,,,,9,36,1
,,install stunnel service definition,,,,,,,,,,,,9,34,0
,,ensure old stunnel init file is gone,,,,,,,,,,,,6,36,0
,,make a bundle file of the cert and intermediate for stunnel,,,,,,,,,,,,8,59,0
,,make a bundle file of the cert and intermediate for stunnel (stg),,,,,,,,,,,,8,65,2
,,install stunnel.conf,,,,,,,,,,,,10,20,1
,,Add the different service files for the different services,,,,,,,,,,,,12,58,0
,,create the folders used for releases and archives,,,,,,,,,,,,8,49,0
,,copy sundry pagure configuration,,,,,,,,,,,,16,32,0
,,Create the repoSpanner cert directory,,,,,,,,,,,,6,37,0
,,Copy repoSpanner certs and keys,,,,,,,,,,,,14,31,0
,,create the database scheme,,,,,,,,,,,,8,26,0
,,Install the SSL cert so that we can use https,,,,,,,,,,,,17,45,0
,,Install the configuration file to activate https,,,,,,,,,,,,13,48,0
,,Install the wsgi file,,,,,,,,,,,,11,21,0
,,let repospanner read the pagure config,,,,,,,,,,,,6,38,0
,,let paguremirroring read the pagure config,,,,,,,,,,,,5,42,0
,,Add default facl so apache can read git repos,,,,,,,,,,,,5,45,0
,,Manually fix current default ACLs since Ansible doesnt know recursive acls,,,,,,,,,,,,5,74,0
,,Manually fix current ACLs since Ansible doesnt know recursive acls,,,,,,,,,,,,5,66,0
,,check the selinux context of the git repo directory,,,,,,,,,,,,9,51,0
,,set the SELinux policy for the distgit root directory,,,,,,,,,,,,7,53,0
,,check the selinux context of the releases directory,,,,,,,,,,,,9,51,0
,,set the SELinux policy for the releases directory,,,,,,,,,,,,7,49,0
,,copy over our custom selinux module,,,,,,,,,,,,5,35,0
,,install our custom selinux module,,,,,,,,,,,,5,33,0
,,set sebooleans so pagure can talk to the network (db + redis),,,,,,,,,,,,6,61,3
,,set sebooleans so apache can send emails,,,,,,,,,,,,6,40,0
,,"Start and enable httpd, postfix, pagure_milter",,,,,,,,,,,,28,46,3
,,setup logrotate to our needs,,,,,,,,,,,,5,28,0
,,Add SAR script for pagure,,,,,,,,,,,,6,25,0
,,override the default syslog logrotate file,,,,,,,,,,,,5,42,0
,,Letsencrypt for releases.stg.pagure.org,,,,,,,,,,,,5,39,3
,,Letsencrypt for docs.stg.pagure.org,,,,,,,,,,,,5,35,3
,,Letsencrypt for stg.pagure.org,,,,,,,,,,,,5,30,2
,,Letsencrypt for stg.pagure.io,,,,,,,,,,,,5,29,2
,,Letsencrypt for pagure.org,,,,,,,,,,,,5,26,1
C:\Users\PC\Desktop\mitacs\Projet\ansible\playbooks\projects\shadow-robot\aurora\ansible\roles\products\common\web-gui-icon\tasks\main.yml,,,45,0,4,9,0,0,0.6796298087410406,,,,,,,
,,Copy desktop icon,,,,,,,,,,,,5,17,0
,,Create executable launch script,,,,,,,,,,,,12,31,0
,,Create desktop icon,,,,,,,,,,,,12,19,0
,,Make Desktop icon trusted,,,,,,,,,,,,7,25,0
C:\Users\PC\Desktop\mitacs\Projet\ansible\playbooks\projects\weareinteractive\ansible-php5-newrelic\tasks\main.yml,,,16,0,3,5,0,0,1,,,,,,,
,,Checking for key,,,,,,,,,,,,4,16,0
,,Unknown,,,,,,,,,,,,6,0,0
,,Unknown,,,,,,,,,,,,6,0,0
C:\Users\PC\Desktop\mitacs\Projet\ansible\playbooks\projects\clusterinthecloud\ansible\roles\packages\tasks\main.yml,,,3,0,1,3,0,0,1,,,,,,,
,,yum install packages,,,,,,,,,,,,3,20,0
C:\Users\PC\Desktop\mitacs\Projet\ansible\playbooks\projects\henrysher\fedora-infra-ansible\roles\gluster\server\tasks\main.yml,,,20,0,5,4,0,0,0.589006076768207,,,,,,,
,,install needed packages,,,,,,,,,,,,6,23,0
,,make the datadir,,,,,,,,,,,,4,16,0
,,make the datapath,,,,,,,,,,,,4,17,0
,,copy over the server config,,,,,,,,,,,,4,27,0
,,glusterd service,,,,,,,,,,,,2,16,0
C:\Users\PC\Desktop\mitacs\Projet\ansible\playbooks\projects\henrysher\fedora-infra-ansible\roles\fedora-web\alt\tasks\main.yml,,,17,0,2,8,0,0,0.24081000053483687,,,,,,,
,,Copy in the sync-alt cronjob,,,,,,,,,,,,5,28,1
,,Copy some config files for {{website}},,,,,,,,,,,,13,38,4
C:\Users\PC\Desktop\mitacs\Projet\ansible\playbooks\projects\CentOS-PaaS-SIG\linchpin\linchpin\provision\roles\beaker\tasks\main.yml,,,18,0,3,6,2,0,0.6563535559296639,,,,,,,
,,allocate beaker outputs,,,,,,,,,,,,3,23,0
,,Initiating Provision of beaker resource group,,,,,,,,,,,,7,45,0
,,Initiating Teardown of beaker resource group,,,,,,,,,,,,7,44,0
C:\Users\PC\Desktop\mitacs\Projet\ansible\playbooks\projects\CenterForOpenScience\cos-ansible-base\roles\skel\tasks\main.yml,,,8,0,1,6,0,0,1,,,,,,,
,,Set /etc/skel/.bashrc,,,,,,,,,,,,6,21,4
C:\Users\PC\Desktop\mitacs\Projet\ansible\playbooks\projects\openedx\configuration\playbooks\roles\antivirus\tasks\main.yml,,,76,0,8,8,0,0,0.7932830914218624,,,,,,,
,,install antivirus system packages,,,,,,,,,,,,3,33,0
,,create antivirus scanner user,,,,,,,,,,,,6,29,0
,,create antivirus edx directories,,,,,,,,,,,,11,32,0
,,Ensure the clamav.log file exists,,,,,,,,,,,,8,33,1
,,install antivirus s3 scanner script,,,,,,,,,,,,8,35,0
,,install antivirus s3 scanner cronjob,,,,,,,,,,,,13,36,0
,,install antivirus server scanner script,,,,,,,,,,,,8,39,0
,,install antivirus server scanner cronjob,,,,,,,,,,,,11,40,0
C:\Users\PC\Desktop\mitacs\Projet\ansible\playbooks\projects\IBM-Security\isam-ansible-roles\aac\create_api_protection_clients\tasks\main.yml,,,39,0,1,24,0,0,1,,,,,,,
,,Create api protection client,,,,,,,,,,,,25,28,0
C:\Users\PC\Desktop\mitacs\Projet\ansible\playbooks\projects\ansible\ansible-examples\mongodb\roles\mongoc\tasks\main.yml,,,16,0,7,2,0,0,0.6604264252136807,,,,,,,
,,Create data directory for mongoc configuration server,,,,,,,,,,,,2,53,0
,,Create the mongo configuration server startup file,,,,,,,,,,,,2,50,0
,,Create the mongo configuration server file,,,,,,,,,,,,2,42,0
,,Copy the keyfile for authentication,,,,,,,,,,,,3,35,0
,,Start the mongo configuration server service,,,,,,,,,,,,2,44,0
,,pause,,,,,,,,,,,,2,5,0
,,add the admin user,,,,,,,,,,,,4,18,0
C:\Users\PC\Desktop\mitacs\Projet\ansible\playbooks\projects\shadow-robot\aurora\ansible\roles\products\common\docker-container\tasks\main.yml,,,20,0,3,3,2,0,0.4146049499912845,,,,,,,
,,Getting UID,,,,,,,,,,,,4,11,0
,,Reinstall docker container,,,,,,,,,,,,3,26,0
,,Don't reinstall docker container,,,,,,,,,,,,3,32,1
C:\Users\PC\Desktop\mitacs\Projet\ansible\playbooks\projects\OpenConext\Stepup-Deploy\roles\stepup-azure-mfa\tasks\main.yml,,,35,0,10,4,0,0,0.3855925539489575,,,,,,,
,,Put parameters.yaml,,,,,,,,,,,,5,19,1
,,Put .env file,,,,,,,,,,,,3,13,1
,,Put institutions.yaml from environment,,,,,,,,,,,,4,38,1
,,Deploy Symfony component,,,,,,,,,,,,4,24,0
,,Put images from <env>/files/stepup-app into web/images,,,,,,,,,,,,5,54,6
,,Write Azure-MFA GSSP SP certificate,,,,,,,,,,,,3,35,1
,,Write Azure-MFA GSSP IdP certificate,,,,,,,,,,,,3,36,1
,,Write Azure-MFA GSSP IdP private key,,,,,,,,,,,,3,36,1
,,Activate Symfony component,,,,,,,,,,,,4,26,0
,,Clean old releases,,,,,,,,,,,,4,18,0
